,Unnamed: 0,Title,Status,Interventions,Gender,Age,Phases,Enrollment,Start.Date,Completion.Date,Last.Update.Posted,Locations,URL,MapCountry,Drugonly,Month,Completion.Year,day_of_week
2182,2183,Efficacy and Safety of VPM1002 in Reducing SARS-CoV-2 (COVID-19) Infection Rate and Severity,Recruiting,Biological: VPM1002|Other: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 3,3626.0,"June 24, 2020",2021-07-01,"November 20, 2020","University Health Network, Toronto, Ontario, Canada",https://ClinicalTrials.gov/show/NCT04439045,Canada,,7.0,2021,Thursday
2183,2184,Mavrilimumab to Reduce Progression of Acute Respiratory Failure in COVID-19 Pneumonia and Systemic Hyper-inflammation,"Active, not recruiting",Drug: Mavrilimumab|Drug: Placebos,All,"18 Years and older   (Adult, Older Adult)",Phase 2,30.0,"May 20, 2020",2021-05-31,"October 6, 2020","Cleveland Clinic Florida, Weston, Florida, United States|Cleveland Clinic Health System, Cleveland, Ohio, United States",https://ClinicalTrials.gov/show/NCT04399980,United States,Mavrilimumab|Placebos,5.0,2021,Monday
2184,2185,"A Study of AK119 (Anti-CD73 Antibody), a Treatment for COVID-19, in Healthy Subjects",Recruiting,Drug: AK119|Drug: Placebo,All,18 Years to 55 Years   (Adult),Phase 1,32.0,September 2020,2021-04-01,"September 21, 2020","Christchurch Clinical Studies Trust, Christchurch, New Zealand",https://ClinicalTrials.gov/show/NCT04516564,New Zealand,AK119|Placebo,4.0,2021,Thursday
2185,2186,Perceptions of Undergraduate Students and Teaching Staff on Online Teaching,Not yet recruiting,Other: Questionnaire,All,"18 Years and older   (Adult, Older Adult)",,9209.0,"October 15, 2020",2021-11-01,"July 28, 2020",,https://ClinicalTrials.gov/show/NCT04466371,Undefined,,11.0,2021,Monday
2186,2187,Study of a Recombinant Coronavirus-Like Particle COVID-19 Vaccine in Adults (USA),Not yet recruiting,Drug: Intramuscular injection|Biological: intramuscular accine,All,"18 Years and older   (Adult, Older Adult)",Phase 2,918.0,"December 11, 2020",2022-03-31,"December 10, 2020",,https://ClinicalTrials.gov/show/NCT04662697,Undefined,Intramuscular injection,3.0,2022,Thursday
2187,2188,MET-Covid -- Outpatient Metformin Use for Covid-19.,Not yet recruiting,Drug: Metformin|Drug: Placebo,All,"30 Years to 85 Years   (Adult, Older Adult)",Phase 2|Phase 3,70.0,November 2020,2021-09-01,"November 27, 2020",,https://ClinicalTrials.gov/show/NCT04510194,Undefined,Metformin|Placebo,9.0,2021,Wednesday
2188,2189,Anti Infective Agents Impact in COVID-19 Pneumonia,Completed,Drug: favorable outcome,All,"18 Years and older   (Adult, Older Adult)",,132.0,"March 2, 2020",2020-04-25,"July 1, 2020","Benjamin Davido, Garches, France",https://ClinicalTrials.gov/show/NCT04453501,France,favorable outcome,4.0,2020,Saturday
2189,2190,A Phase III Clinical Trial of the Immunogenicity and Safety of the Gam-COVID-Vac Vaccine Against COVID-19 in the UAE,Not yet recruiting,Biological: Gam-COVID-Vac|Other: placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 3,1000.0,December 2020,2021-12-01,"December 7, 2020",,https://ClinicalTrials.gov/show/NCT04656613,Undefined,,12.0,2021,Wednesday
2190,2191,Covid 19 Pandemic. Emerging Legal and Ehical Disputes Over Patient Confidentiality,Not yet recruiting,Other: questionnair about Emerging Legal and Ehical Disputes Over Patient Confidentiality,All,18 Years to 60 Years   (Adult),,874.0,April 2020,2020-07-01,"April 17, 2020",,https://ClinicalTrials.gov/show/NCT04344938,Undefined,,7.0,2020,Wednesday
2191,2192,Is Adipose Tissue a Reservoir for SARS-Cov2 Spread in Covid-19 Patients?,Not yet recruiting,Procedure: biopsies of subcutaneous adipose tissue,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,5.0,"July 1, 2020",2021-07-09,"June 11, 2020","CHU de Nice, Nice, France",https://ClinicalTrials.gov/show/NCT04427878,France,,7.0,2021,Friday
2192,2193,Telmisartan in Respiratory Failure Due to COVID-19,Recruiting,Drug: Telmisartan,All,"18 Years and older   (Adult, Older Adult)",Phase 2,60.0,August 2020,2021-04-01,"August 12, 2020","Hospital Regional de Alta Especialidad de Zumpango, Zumpango, Estado De Mexico, Mexico",https://ClinicalTrials.gov/show/NCT04510662,Mexico,Telmisartan,4.0,2021,Thursday
2193,2194,Senicapoc in COVID-19 Patients With Severe Respiratory Insufficiency,Recruiting,Drug: Senicapoc,All,"18 Years and older   (Adult, Older Adult)",Phase 2,46.0,"April 24, 2020",2021-12-31,"October 20, 2020","Aalborg University Hospital, Aalborg, Denmark|Aarhus University Hospital, Aarhus, Denmark|Hvidovre Hospital, Hvidovre, Denmark|Odense University Hospital, Odense, Denmark",https://ClinicalTrials.gov/show/NCT04594668,Denmark,Senicapoc,12.0,2021,Friday
2194,2195,Study of Ensifentrine or Placebo Delivered Via pMDI in Hospitalized Patients With COVID-19,Recruiting,Drug: Ensifentrine Dose 1|Drug: Placebo pMDI,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 2,45.0,"August 28, 2020",2021-03-01,"September 1, 2020","The University of Alabama at Birmingham, Birmingham, Alabama, United States",https://ClinicalTrials.gov/show/NCT04527471,United States,Ensifentrine Dose 1|Placebo pMDI,3.0,2021,Monday
2195,2196,Impact of COVID-19 Infection During Pregnancy on Newborns and Young Children,Not yet recruiting,Other: no intervention,All,"Child, Adult, Older Adult",,3000.0,"June 25, 2020",2024-06-01,"June 22, 2020","CHU SAINT Pierre, Brussels, Belgium",https://ClinicalTrials.gov/show/NCT04432779,Belgium,,6.0,2024,Saturday
2196,2197,Treatment Of CORONAVIRUS DISEASE 2019 (COVID-19) With Anti-Sars-CoV-2 Convalescent Plasma (ASCoV2CP),Available,Biological: Anti-Sars-CoV-2 Convalescent Plasma,All,"Child, Adult, Older Adult",,,,,"November 23, 2020","Naval Hospital Camp Pendleton, Oceanside, California, United States|Navy Medical Center San Diego, San Diego, California, United States|USS Abraham Lincoln CVN 72, San Diego, California, United States|USS Boxer LHD 4, San Diego, California, United States|USS Carl Vinson CVN 70, San Diego, California, United States|USS Essex LHD 2, San Diego, California, United States|USS Makin Island LHD 8, San Diego, California, United States|USS Nimitz CVN 68, San Diego, California, United States|USS Theodore Roosevelt CVN 71, San Diego, California, United States|USS Tripoli LHA 7, San Diego, California, United States|Evans Army Community Hospital, Fort Carson, Colorado, United States|Eglin Air Force Base, Eglin Air Force Base, Florida, United States|Naval Hospital Jacksonville, Jacksonville, Florida, United States|Martin Army Community Hospital, Fort Benning, Georgia, United States|Eisenhower Army Medical Center, Fort Gordon, Georgia, United States|Tripler Army Medical Center, Honolulu, Hawaii, United States|Keesler Medical Center, Keesler Air Force Base, Biloxi, Mississippi, United States|Nellis Air Force Base, Las Vegas, Nevada, United States|Naval Medical Center Camp Lejeune, Camp Lejeune, North Carolina, United States|Wright Patterson Medical Center, Wright-Patterson Air Force Base, Ohio, United States|William Beaumont Army Medical Center, El Paso, Texas, United States|Brooke Army Medical Center, Fort Sam Houston, Texas, United States|Naval Surface Force Atlantic (Fleet Surgical Team), Norfolk, Virginia, United States|USS Dwight D. Eisenhower CVN 69, Norfolk, Virginia, United States|USS Gerald R. Ford CVN 78, Norfolk, Virginia, United States|Naval Medical Center Portsmouth, Portsmouth, Virginia, United States|Madigan Army Medical Center, Lakewood, Washington, United States|Craig Joint Theatre Bagram AFGH, Bagram, Afghanistan|NATO Multinational Kandahar AFG, Kandahar, Afghanistan|EMF Djibouti, Djibouti, Djibouti|Landstuhl Regional Medical Center, Landstuhl, Germany|Naval Hospital Guam, Agaña, Guam|Baghdad Diplomat Support Center Iraq, Baghdad, Iraq|Misawa Air Force Base, 35th Medical Group, Aomori, Japan|Yokota Air Base (374th Medical Group), Fussa, Japan|US Naval Hospital Okinawa, Okinawa, Japan|USS America LHA 6, Yokosuka, Japan|USS Ronald Reagan CVN 76, Yokosuka, Japan|Yokosuka Naval Medical Readiness & Training Command, Yokosuka, Japan|US Military Hospital Camp Arifjan Kuwait, Kuwait, Kuwait",https://ClinicalTrials.gov/show/NCT04360486,Afghanistan,,,n,
2197,2198,Impact of COVID-19 Pandemic on Perceived Exercise Benefits and Barriers,Completed,Other: Online Survey,All,"15 Years to 65 Years   (Child, Adult, Older Adult)",,392.0,"June 1, 2020",2020-06-08,"June 11, 2020","Istanbul Okan University, Istanbul, Turkey",https://ClinicalTrials.gov/show/NCT04412278,Turkey,,6.0,2020,Monday
2198,2199,Police COVID-19 Serosurvey,Not yet recruiting,Diagnostic Test: Blood sampling|Other: Online Questionnaire,All,"18 Years to 65 Years   (Adult, Older Adult)",,1000.0,January 2021,2022-06-01,"November 30, 2020","University of Bern, Institute for Infectious Diseases, Bern, BE, Switzerland",https://ClinicalTrials.gov/show/NCT04643444,Switzerland,,6.0,2022,Wednesday
2199,2200,Hydroxy Chloroquine and Covid in RA Patients,Recruiting,,All,"18 Years and older   (Adult, Older Adult)",,80.0,"June 15, 2020",2020-11-01,"September 9, 2020","Tanta University Hospital, Tanta, Egypt",https://ClinicalTrials.gov/show/NCT04471649,Egypt,,11.0,2020,Sunday
2200,2201,hCT-MSCs for COVID19 ARDS,Recruiting,Biological: human cord tissue mesenchymal stromal cells,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,30.0,"June 18, 2020",2021-07-31,"June 22, 2020","Duke Hospital, Durham, North Carolina, United States",https://ClinicalTrials.gov/show/NCT04399889,United States,,7.0,2021,Saturday
2201,2202,CORONA: A Study Using DeltaRex-G Gene Therapy for Symptomatic COVID-19,Not yet recruiting,Drug: DeltaRex-G,All,"18 Years to 100 Years   (Adult, Older Adult)",Phase 1|Phase 2,18.0,"January 12, 2021",2022-03-12,"November 12, 2020",,https://ClinicalTrials.gov/show/NCT04378244,Undefined,DeltaRex-G,3.0,2022,Saturday
2202,2203,How Does Mindfulness Meditation Buffer the Negative Effects of Pain and Suffering in the COVID-19 World? (Healthy Sample),Recruiting,Other: Meditation (1 x 20-minute guided audio training),All,"18 Years and older   (Adult, Older Adult)",Not Applicable,624.0,"October 28, 2020",2021-03-01,"November 12, 2020","Health and Behavioural Sciences, Brisbane, Queensland, Australia",https://ClinicalTrials.gov/show/NCT04602312,Australia,,3.0,2021,Monday
2203,2204,PRophylaxis of Exposed COVID-19 Individuals With Mild Symptoms Using choloroquinE Compounds,Recruiting,Drug: Hydroxychloroquine Sulfate Regular dose|Drug: Hydroxychloroquine Sulfate Loading Dose|Drug: Chloroquine|Drug: Placebo,All,20 Years to 50 Years   (Adult),Phase 4,400.0,"April 15, 2020",2020-06-30,"May 1, 2020","Expo Covid Isolation Center / Mayo Hospital Field Hospital, Lahore, Punjab, Pakistan|Mayo Hospital / King Edward Medical University, Lahore, Punjab, Pakistan|Pakistan Kidney and Liver Institute, Lahore, Punjab, Pakistan|Services Hospital, Lahore, Punjab, Pakistan",https://ClinicalTrials.gov/show/NCT04351191,Pakistan,Hydroxychloroquine Sulfate Regular dose|Hydroxychloroquine Sulfate Loading Dose|Chloroquine|Placebo,6.0,2020,Tuesday
2204,2205,Rapid Screening Test for Covid-19 Antibodies in Healthcare Workers,Recruiting,Diagnostic Test: AAZ Covid-19 rapid test,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,100.0,"April 25, 2020",2020-10-25,"August 25, 2020","Bichat University Hospital, Paris, France",https://ClinicalTrials.gov/show/NCT04525417,France,,10.0,2020,Sunday
2205,2206,COVID-19 in PID Survey,Recruiting,,All,"Child, Adult, Older Adult",,200.0,"March 15, 2020",2022-03-31,"July 7, 2020","Imagine Institute, Paris, France",https://ClinicalTrials.gov/show/NCT04459689,France,,3.0,2022,Thursday
2206,2207,Telemedicine in Outpatient Covid-19 Patients,Recruiting,Device: Withings ScanWatch,All,40 Years to 59 Years   (Adult),Not Applicable,600.0,"September 18, 2020",2021-03-01,"September 22, 2020","LMU Klinikum, Munich, BY, Germany",https://ClinicalTrials.gov/show/NCT04471636,Germany,,3.0,2021,Monday
2207,2208,USZ BioResource COVID,Recruiting,Other: blood sampling for biobank,All,"18 Years and older   (Adult, Older Adult)",,500.0,"April 9, 2020",2022-04-30,"June 4, 2020","University Hospital Zurich, Clinical Trials Center, Zurich, Switzerland",https://ClinicalTrials.gov/show/NCT04414657,Switzerland,,4.0,2022,Saturday
2208,2209,"A Study of Liposomal Trans Crocetin, LEAF-4L6715, in Patients With Acute Respiratory Distress Syndrome Due to COVID-19, Sepsis or Other Causes",Recruiting,Drug: LEAF-4L6715,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,90.0,"April 14, 2020",2020-12-31,"October 29, 2020","Hôpitaux Universitaires de Strasbourg, Strasbourg, France|Institut de Cancerologie Strasbourg Europe, Strasbourg, France",https://ClinicalTrials.gov/show/NCT04378920,France,LEAF-4L6715,12.0,2020,Thursday
2209,2210,Canine COVID-19 Detection,Recruiting,Behavioral: Collection of odour samples,All,"16 Years and older   (Child, Adult, Older Adult)",,16250.0,"July 2, 2020",2020-10-31,"August 12, 2020","ARCTEC, London, United Kingdom",https://ClinicalTrials.gov/show/NCT04509713,United Kingdom,,10.0,2020,Saturday
2210,2211,Estrogen Patch for COVID-19 Symptoms,Recruiting,Drug: Estradiol patch,All,"18 Years and older   (Adult, Older Adult)",Phase 2,110.0,"April 20, 2020",2020-11-15,"April 24, 2020","Stony Brook University Hospital, Stony Brook, New York, United States",https://ClinicalTrials.gov/show/NCT04359329,United States,Estradiol patch,11.0,2020,Sunday
2211,2212,Excess Risk of Morbi-mortality Due to COVID-19 in Patients With Cancer,Recruiting,Other: mortality,All,"18 Years and older   (Adult, Older Adult)",,600.0,"June 15, 2020",2021-02-15,"July 7, 2020","Centre de lutte contre le Cancer JEAN PERRIN, Clermont-Ferrand, France|Centre Hospitalier Uniersitaire de Clermont-Ferrand, Clermont-Ferrand, France|Centre Leon Berard, Lyon, France|Institut de Cancérologie de la Loire Lucien Neurwirth, Saint-Priest-en-Jarez, France|Centre Hospitalier Universitaire de St Etienne, Saint-Étienne, France",https://ClinicalTrials.gov/show/NCT04457570,France,,2.0,2021,Monday
2212,2213,Effectiveness and Safety of Ivermectin for the Prevention of Covid-19 Infection in Colombian Health Personnel,Not yet recruiting,Drug: Ivermectin,All,"18 Years and older   (Adult, Older Adult)",Phase 3,550.0,"September 7, 2020",2020-12-16,"August 26, 2020","Pontificia Universidad Javeriana, Cali, Valle Del Cauca, Colombia",https://ClinicalTrials.gov/show/NCT04527211,Colombia,Ivermectin,12.0,2020,Wednesday
2213,2214,Study to Determine the Immunization Status Among Nephrological Health Care Personnel Against SARS-CoV-2 in a Single Center Over the Course of 12 Months During the Worldwide COVID-19 Pandemic.,Recruiting,,All,"18 Years to 100 Years   (Adult, Older Adult)",,400.0,"April 11, 2020",2021-04-11,"September 2, 2020","Medical University of Vienna, Division for Nephrology and Dialysis, Vienna, Austria",https://ClinicalTrials.gov/show/NCT04347694,Austria,,4.0,2021,Sunday
2214,2215,"Nutritional Habits, and Coronavirus Disease 2019 (COVID-19) Outcome",Recruiting,,All,"18 Years to 80 Years   (Adult, Older Adult)",,200.0,"June 1, 2020",2020-09-01,"June 30, 2020","Faculty of Medicine Cairo University, Cairo, Egypt",https://ClinicalTrials.gov/show/NCT04447144,Egypt,,9.0,2020,Tuesday
2215,2216,Outcomes and Prognostic Factors in COVID-19,Recruiting,,All,70 Years and older   (Older Adult),,4000.0,"March 19, 2020",2021-12-01,"November 4, 2020","Department of Intensive Care, Aarhus University Hospital, Aarhus, Denmark|Hôpitaux de Paris, Hôpital Saint-Antoine, service de réanimation médicale, Paris, France|INSERM, UMR_S 1136, Institut Pierre Louis d'Epidémiologie et de Santé Publique, Paris, France|Sorbonne Universités, UPMC Univ Paris 06, UMR_S 1136, Institut Pierre Louis d'Epidémiologie et de Santé Publique, Paris, France|Division of Cardiology, Pulmonary Disease and Vascular Medicine, Duesseldorf, Germany|Department of Anaestesia and Intensive Care, Haukeland University Hospital, Bergen, Norway|Department of Clinical Medecine,University of Bergen, Bergen, Norway",https://ClinicalTrials.gov/show/NCT04321265,Denmark,,12.0,2021,Wednesday
2216,2217,Inflammatory Signal Inhibitors for COVID-19 (MATIS),Recruiting,Drug: Ruxolitinib|Drug: Fostamatinib|Other: Standard of care,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,456.0,"October 2, 2020",2021-07-31,"November 17, 2020","Imperial College Healthcare NHS Trust, London, United Kingdom",https://ClinicalTrials.gov/show/NCT04581954,United Kingdom,Ruxolitinib|Fostamatinib,7.0,2021,Saturday
2217,2218,Perceived Impact of the COVID-19 Pandemic on Medical Management and Symptoms in a High Risk Group,Recruiting,Other: Questionnaire-based observational study,All,"18 Years to 100 Years   (Adult, Older Adult)",,100.0,"June 30, 2020",2020-08-31,"July 22, 2020","Centre antituberculeux; Geneva University Hospital, Geneva, Geneva 14, Switzerland",https://ClinicalTrials.gov/show/NCT04477473,Switzerland,,8.0,2020,Monday
2218,2219,suPAR-guided Anakinra Treatment for Validation of the Risk and Management of Respiratory Failure by COVID-19 (SAVE),Recruiting,Drug: Anakinra,All,"18 Years and older   (Adult, Older Adult)",Phase 2,500.0,"April 15, 2020",2022-04-15,"October 29, 2020","COVID-19 Department, General Hospital of Attica SISMANOGLEIO-AMALIA FLEMING, Marousi, Athens, Greece|2nd Department of Internal Medicine, University General Hospital of Alexandroupolis, Alexandroupolis, Greece|Department of Internal Medicine, I PAMMAKARISTOS Hospital, Athens, Greece|1st Department of InternalMedicine, General Hospital of Athens KORGIALENIO-BENAKIO E.E.S., Athens, Greece|1st Department of Internal Medicine, General Hospital of Athens G. GENNIMATAS, Athens, Greece|1st University Department of Internal Medicine, General Hospital of Athens LAIKO, Athens, Greece|1st University Departmentof Pulmonary Medicine, SOTIRIA General Hospital of Chest Diseasesof Athens, Athens, Greece|2nd University Department of Internal Medicine, IPPOKRATEION General Hospital of Athens, Athens, Greece|3rd University Department of Internal Medicine, General Hospital of Chest Diseases of Athens I SOTIRIA, Athens, Greece|Department of Internal Medicine, General Hospital of Chest Diseases of Athens I SOTIRIA, Athens, Greece|Department of Clinical Therapeutics, ALEXANDRA General Hospital of Athens, Athens, Greece|1st Department of Internal Medicine, General Hospital of Eleusis THRIASIO, Athens, Greece|1st Department of Internal Medicine, General Hospital of Nea Ionia CONSTANTOPOULIO-PATISION, Athens, Greece|1st Department of Internal Medicine, General Hospital of Voula ASKLEPIEIO, Athens, Greece|2nd Department of Internal Medicine, 251 Air Force General Hospital, Athens, Greece|2nd Department of Internal Medicine, General Hospital of Eleusis THRIASIO, Athens, Greece|3rd Department of Internal Medicine, General Hospital of Athens KORGIALENEIO-BENAKEIO E.E.S., Athens, Greece|5th Department of Pulmonary Medicine, SOTIRIA General Hospital of Chest Diseases of Athens, Athens, Greece|Department of Internal Medicine, General Hospital of Athens ELPIS, Athens, Greece|Department of Infectious Diseases, General Hospital of Kerkira, Corfu, Greece|1st Department of Internal Medicine, General University Hospital of Ioannina, Ioánnina, Greece|Department of Internal Medicine, General Hospital of Katerini, Kateríni, Greece|Department of Internal Medicine, University General Hospital of Larissa, Larissa, Greece|Department of Internal Medicine, General Hospital of Larisa KOUTLIMBANEIO & ΤΡΙΑΝΤΑFΥLLΕΙΟ, Larissa, Greece|Department of Internal Medicine, University General Hospital of Patras PANAGIA I VOITHIA, Patra, Greece|2nd Department of Internal Medicine, General Hospital of Piraeus TZANEIO, Piraeus, Greece|1st Department of Internal Medicine, AHEPA University General Hospital of Thessaloniki, Thessaloníki, Greece",https://ClinicalTrials.gov/show/NCT04357366,Greece,Anakinra,4.0,2022,Friday
