,Unnamed: 0,Title,Status,Interventions,Gender,Age,Phases,Enrollment,Start Date,Completion Date,Locations,URL
1037,1037,A Study in Adults to Test the Effects of Low Dose Thimerosal on Symptoms of COVID-19,Recruiting,Drug: BTL-TML-COVID|Drug: Placebo,All,"50 Years and older   (Adult, Older Adult)",Phase 2,40.0,"July 30, 2020","February 1, 2021",United States,https://ClinicalTrials.gov/show/NCT04522830
1038,1038,MSC-based Therapy in COVID-19-associated Acute Respiratory Distress Syndrome,Recruiting,Other: Mesenchymal stromal cell-based therapy,All,"18 Years and older   (Adult, Older Adult)",Phase 1,20.0,"July 1, 2020","October 31, 2020",Brazil,https://ClinicalTrials.gov/show/NCT04525378
1039,1039,Pulmozyme to Improve COVID-19 ARDS Outcomes,Recruiting,Drug: Pulmozyme|Drug: Placebo,All,"3 Years and older   (Child, Adult, Older Adult)",Phase 2,60.0,"July 5, 2020","December 31, 2021",United States,https://ClinicalTrials.gov/show/NCT04402944
1040,1040,Convalescent Plasma in the Treatment of Covid-19,Recruiting,Biological: Convalescent plasma,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,100.0,"April 25, 2020","February 28, 2022",Sweden,https://ClinicalTrials.gov/show/NCT04600440
1041,1041,Pyridostigmine in Severe SARS-CoV-2 Infection,Recruiting,Drug: Pyridostigmine Bromide|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,436.0,"April 4, 2020","April 30, 2021",Mexico,https://ClinicalTrials.gov/show/NCT04343963
1042,1042,Are SARS-CoV-2 Specific Antibodies a Correlate for Protection?,Not yet recruiting,"Diagnostic Test: Assessing antibody responses, neutralizing capacity and memory B-cell function",All,"18 Years to 99 Years   (Adult, Older Adult)",Not Applicable,150.0,"July 31, 2020",July 2021,Belgium,https://ClinicalTrials.gov/show/NCT04469634
1043,1043,Study to Evaluate the Efficacy of COVID19-0001-USR in Patients With Mild/or Moderate COVID-19 Infection in Outpatient,Not yet recruiting,Drug: Drug COVID19-0001-USR|Drug: normal saline,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,60.0,"November 2, 2020","January 29, 2021",Colombia,https://ClinicalTrials.gov/show/NCT04595136
1044,1044,Mesenchymal Stem Cells for the Treatment of COVID-19,Completed,Biological: PrimePro|Other: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 1,40.0,"April 24, 2020","September 1, 2020",United States,https://ClinicalTrials.gov/show/NCT04573270
1045,1045,IVIG in Patients With Severe COVID-19 Requiring Mechanical Ventilation,Not yet recruiting,Drug: IVIG,All,"18 Years and older   (Adult, Older Adult)",Phase 4,10.0,"November 1, 2020","June 30, 2021",United States,https://ClinicalTrials.gov/show/NCT04616001
1046,1046,Can the Electronic Nose Smell COVID-19?,Completed,Device: Aeonose,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,219.0,"April 6, 2020","July 1, 2020",Netherlands,https://ClinicalTrials.gov/show/NCT04475562
1047,1047,A Study of RLS-0071 in Patients With Acute Lung Injury Due to COVID-19 Pneumonia in Early Respiratory Failure,Not yet recruiting,Drug: RLS-0071|Drug: Placebo,All,"18 Years to 69 Years   (Adult, Older Adult)",Phase 1,42.0,October 2020,July 2021,United States,https://ClinicalTrials.gov/show/NCT04574869
1048,1048,"Safety, PK and PD of Kamada Anti-SARS-CoV-2 in COVID-19",Recruiting,Biological: Kamada Anti-SARS-CoV-2,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,12.0,"August 5, 2020",February 2021,Israel,https://ClinicalTrials.gov/show/NCT04550325
1049,1049,Is Thymus Size of Infants Who Born to COVID-19 Positive Mothers Associated With Neonatal Morbidities?,Recruiting,Diagnostic Test: chest x-ray,All,up to 7 Hours   (Child),Not Applicable,20.0,"May 30, 2020","October 30, 2020",Turkey,https://ClinicalTrials.gov/show/NCT04470739
1050,1050,Treatment of Lung Injury From COVID-19 Infection With Intravenous Sodium Nitrite,Withdrawn,Drug: Sodium Nitrite|Drug: Normal Saline,All,"18 Years and older   (Adult, Older Adult)",Phase 2,0.0,"July 22, 2020","August 15, 2020",United States,https://ClinicalTrials.gov/show/NCT04401527
1051,1051,Low Dose Radiotherapy in COVID-19 Pneumonia,"Active, not recruiting",Radiation: Low Dose Radiotherapy,All,"60 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,5.0,"May 4, 2020",December 2020,"Iran, Islamic Republic of",https://ClinicalTrials.gov/show/NCT04390412
1052,1052,Efficacy of Ivermectin in COVID-19,Recruiting,Drug: Ivermectin 6 MG Oral Tablet (2 tablets),All,"15 Years to 65 Years   (Child, Adult, Older Adult)",Not Applicable,100.0,"April 15, 2020",July 2020,Pakistan,https://ClinicalTrials.gov/show/NCT04392713
1053,1053,Human Ab Response & immunoMONItoring of COVID-19 Patients,Recruiting,Biological: Blood samples collection|Other: Saliva collection,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,75.0,"May 25, 2020","November 25, 2020",France,https://ClinicalTrials.gov/show/NCT04373200
1054,1054,"Safety, Tolerability and Pharmacokinetics of SCTA01, an Anti-SARS-CoV-2 Monoclonal Antibody, in Healthy Chinese Subjects",Recruiting,Biological: SCTA01|Other: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 1,33.0,"July 24, 2020","January 15, 2021",China,https://ClinicalTrials.gov/show/NCT04483375
1055,1055,"Dexamethasone for COVID-19 Related ARDS: a Multicenter, Randomized Clinical Trial",Recruiting,Drug: Dexamethasone (high dose),All,"18 Years and older   (Adult, Older Adult)",Phase 3,284.0,"May 21, 2020","January 31, 2021",Argentina,https://ClinicalTrials.gov/show/NCT04395105
1056,1056,Inspiratory Muscle Training in Patients With COVID-19,Terminated,Device: power breathe,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,55.0,"June 1, 2020","October 23, 2020",Brazil,https://ClinicalTrials.gov/show/NCT04603963
1057,1057,A Study to Evaluate Clazakizumab in Patients With Life-threatening COVID-19 Infection,Enrolling by invitation,Drug: Clazakizumab|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,30.0,December 2020,December 2020,United States,https://ClinicalTrials.gov/show/NCT04659772
1058,1058,Comparison of the Surgical Facemask With the Double-trunk Mask on Oxygenation in COVID-19,Recruiting,Other: Standard Oxygen Delivery System|Other: Double-Trunk Mask|Other: Surgical Mask,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,27.0,"November 13, 2020","November 13, 2021",Belgium,https://ClinicalTrials.gov/show/NCT04629989
1059,1059,The Effects of Multi-modality Physiotherapy in Delaying or Preventing COVID-19 Patient From Admitting to ICU,Not yet recruiting,Device: Threshold IMT device|Other: Conventional physical therapy,All,21 Years to 60 Years   (Adult),Not Applicable,38.0,"November 1, 2020","April 6, 2021",Kuwait,https://ClinicalTrials.gov/show/NCT04617119
1060,1060,The Fleming [FMTVDM] Directed CoVid-19 Treatment Protocol,Completed,"Drug: Hydroxychloroquine, Azithromycin|Drug: Hydroxychloroquine, Doxycycline|Drug: Hydroxychloroquine, Clindamycin|Drug: Hydroxychloroquine, Clindamycin, Primaquine - low dose.|Drug: Hydroxychloroquine, Clindamycin, Primaquine - high dose.|Drug: Remdesivir|Drug: Tocilizumab|Drug: Methylprednisolone|Drug: Interferon-Alpha2B|Drug: Losartan|Drug: Convalescent Serum",All,"Child, Adult, Older Adult",Phase 2|Phase 3,1800.0,"April 11, 2020","September 14, 2020",United States,https://ClinicalTrials.gov/show/NCT04349410
1061,1061,Impact of the Epidemic of COVID-19 Infection Among People Living With HIV (SARS-CoV-2),Not yet recruiting,Other: questionnaire,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,1800.0,October 2020,December 2021,France,https://ClinicalTrials.gov/show/NCT04581746
1062,1062,Ivermectin in Treatment of COVID-19,Recruiting,Drug: Ivermectin,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 2|Phase 3,100.0,"May 31, 2020","August 15, 2020",Egypt,https://ClinicalTrials.gov/show/NCT04445311
1063,1063,Hydroxychloroquine Efficacy and Safety in Preventing SARS-CoV-2 Infection and COVID-19 Disease Severity During Pregnancy,Recruiting,Drug: Hydroxychloroquine|Drug: Placebo,Female,"Child, Adult, Older Adult",Phase 3,714.0,"May 13, 2020","August 1, 2021",Spain,https://ClinicalTrials.gov/show/NCT04410562
1064,1064,Convalescent Plasma for Patients With COVID-19,Recruiting,Biological: Convalescent plasma,All,"18 Years and older   (Adult, Older Adult)",Phase 2,30.0,"May 4, 2020","August 1, 2020",United States,https://ClinicalTrials.gov/show/NCT04385199
1065,1065,Can the Electronic Nose Smell COVID-19 Antibodies?,Completed,Device: Aeonose,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,222.0,"April 6, 2020","July 1, 2020",Netherlands,https://ClinicalTrials.gov/show/NCT04475575
1066,1066,Impact of Auricular Vagus Nerve Neuromodulation on COVID-19 Positive Inpatients Outcome,Recruiting,Procedure: Auricular neuromodulation|Procedure: Control,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,60.0,"April 9, 2020",March 2021,France,https://ClinicalTrials.gov/show/NCT04341415
1067,1067,Trial of Vitamin D to Reduce Risk and Severity of COVID-19 and Other Acute Respiratory Infections,"Active, not recruiting",Dietary Supplement: Vitamin D,All,"16 Years and older   (Child, Adult, Older Adult)",Phase 3,6200.0,"October 27, 2020","June 30, 2021",United Kingdom,https://ClinicalTrials.gov/show/NCT04579640
1068,1068,Preventing COVID-19 Complications With Low- and High-dose Anticoagulation,Recruiting,Drug: Enoxaparin,All,"18 Years and older   (Adult, Older Adult)",Phase 3,200.0,"April 28, 2020","March 31, 2021",Switzerland,https://ClinicalTrials.gov/show/NCT04345848
1069,1069,Mental Imagery to Increase Face Covering Use in UK-based Public Places During the COVID-19 Pandemic,Recruiting,Behavioral: Mental imagery,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,250.0,"August 19, 2020","December 1, 2020",United Kingdom,https://ClinicalTrials.gov/show/NCT04583449
1070,1070,The MEseNchymal coviD-19 Trial: a Pilot Study to Investigate Early Efficacy of MSCs in Adults With COVID-19,Recruiting,Biological: CYP-001,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,24.0,"August 24, 2020","March 31, 2021",Australia,https://ClinicalTrials.gov/show/NCT04537351
1071,1071,Seroprevalence of SARS CoV 2 Antibodies in Previously Undiagnosed Healthcare Workers,Completed,Other: Serologic testing,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,300.0,"May 6, 2020","July 31, 2020",United States,https://ClinicalTrials.gov/show/NCT04383587
1072,1072,Lung Irradiation for COVID-19 Pneumonia,Recruiting,Radiation: Phase 1|Radiation: Phase 2,All,"40 Years and older   (Adult, Older Adult)",Not Applicable,48.0,June 2020,November 2020,United States,https://ClinicalTrials.gov/show/NCT04393948
1073,1073,Low Dose Pulmonary Irradiation in Patients With COVID-19 Infection of Bad Prognosis,Not yet recruiting,Radiation: Lung Low Dose Radiation,All,65 Years and older   (Older Adult),Not Applicable,41.0,"October 1, 2020","March 31, 2021",Spain,https://ClinicalTrials.gov/show/NCT04414293
1074,1074,Use of Mesenchymal Stem Cells in Acute Respiratory Distress Syndrome Caused by COVID-19,"Active, not recruiting",Biological: Mesenchymal Stem Cells derived from Wharton Jelly of Umbilical cords,All,"18 Years and older   (Adult, Older Adult)",Early Phase 1,9.0,"April 16, 2020","December 15, 2020",Mexico,https://ClinicalTrials.gov/show/NCT04456361
1075,1075,PREPARE-IT. Prevention of COVID19 With EPA in Healthcare Providers at Risk - Intervention Trial,Recruiting,Drug: Icosapent ethyl (IPE)|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 3,2000.0,"August 14, 2020",January 2021,Argentina,https://ClinicalTrials.gov/show/NCT04460651
1076,1076,Prophylactic Ivermectin in COVID-19 Contacts,Completed,Drug: Ivermectin Tablets,All,"16 Years to 70 Years   (Child, Adult, Older Adult)",Phase 2|Phase 3,340.0,"May 31, 2020","July 27, 2020",Egypt,https://ClinicalTrials.gov/show/NCT04422561
1077,1077,New Antiviral Drugs for Treatment of COVID-19,Not yet recruiting,"Drug: Treatment group: will receive a combination of Nitazoxanide, Ribavirin and Ivermectin for a duration of seven days :",All,"12 Years and older   (Child, Adult, Older Adult)",Phase 3,100.0,October 2020,May 2022,Egypt,https://ClinicalTrials.gov/show/NCT04392427
1078,1078,COVID-19 Anticoagulation in Children - Thromboprophlaxis (COVAC-TP) Trial,Recruiting,Drug: Enoxaparin Prefilled Syringe [Lovenox],All,"up to 18 Years   (Child, Adult)",Phase 2,38.0,"June 2, 2020","October 15, 2022",United States,https://ClinicalTrials.gov/show/NCT04354155
1079,1079,Ivermectin and Doxycycine in COVID-19 Treatment,Recruiting,Drug: Ivermectin|Drug: Doxycycline|Drug: Chloroquine,All,"Child, Adult, Older Adult",Phase 2|Phase 3,200.0,"June 1, 2020","December 3, 2030",Egypt,https://ClinicalTrials.gov/show/NCT04403555
1080,1080,Physiopathology and Sequelae of COVID-19 Infection,Recruiting,Biological: blood test,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,400.0,"September 22, 2020",March 2021,France,https://ClinicalTrials.gov/show/NCT04563676
1081,1081,A Study to Assess Pulsed Inhaled Nitric Oxide vs Placebo in Subjects With Mild or Moderate COVID-19,"Active, not recruiting",Combination Product: INOpulse|Combination Product: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 3,500.0,"July 12, 2020",June 2021,Mexico,https://ClinicalTrials.gov/show/NCT04421508
1082,1082,Saved From COVID-19,Recruiting,Drug: Chloroquine|Drug: Placebo oral tablet,All,"18 Years and older   (Adult, Older Adult)",Phase 2,350.0,April 2020,April 2021,United States,https://ClinicalTrials.gov/show/NCT04349371
1083,1083,Proportional Open Ventilation (POV) Device and Its Efficacy in Managing Acute Respiratory Failure in COVID-19 Patients,Recruiting,Device: Life2000® Ventilator,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,10.0,"August 28, 2020",October 2020,United States,https://ClinicalTrials.gov/show/NCT04581161
1084,1084,REMdesivir-HU Clinical Study and Severe Covid-19 Patients,"Active, not recruiting",Drug: Remdesivir-HU,All,"12 Years to 100 Years   (Child, Adult, Older Adult)",Phase 3,2000.0,"October 12, 2020","November 30, 2021",Hungary,https://ClinicalTrials.gov/show/NCT04610541
1085,1085,Regenerative Medicine for COVID-19 and Flu-Elicited ARDS Using Longeveron Mesenchymal Stem Cells (LMSCs) (RECOVER),Recruiting,Biological: Longeveron Mesenchymal Stem Cells (LMSCs)|Other: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 1,70.0,"July 24, 2020",July 2025,United States,https://ClinicalTrials.gov/show/NCT04629105
1086,1086,"Safety of TY027, a Treatment for COVID-19, in Humans","Active, not recruiting",Biological: TY027|Other: 0.9% Saline,All,21 Years to 50 Years   (Adult),Phase 1,32.0,"June 9, 2020",February 2021,Singapore,https://ClinicalTrials.gov/show/NCT04429529
1087,1087,Efficacy of Faviprevir in COVID-19 Treatment,Recruiting,Drug: Favipiravir|Drug: Placebos,All,"Child, Adult, Older Adult",Phase 2|Phase 3,90.0,"April 20, 2020","December 1, 2020",Egypt,https://ClinicalTrials.gov/show/NCT04351295
1088,1088,Use of Ascorbic Acid in Patients With COVID 19,Recruiting,Dietary Supplement: Vitamin C,All,"Child, Adult, Older Adult",Not Applicable,500.0,"March 13, 2020","March 13, 2021",Italy,https://ClinicalTrials.gov/show/NCT04323514
1089,1089,Asymptomatic COVID-19 Trial,Withdrawn,Drug: Hydroxychloroquine sulfate &Azithromycin|Drug: Placebo,All,"20 Years and older   (Adult, Older Adult)",Phase 2,0.0,"May 5, 2020",April 2021,Jersey,https://ClinicalTrials.gov/show/NCT04374552
1090,1090,Use of Remote Monitoring for COVID-19 Patient,Recruiting,Device: LifeSignals Biosensor 1AX*|Other: Standard of Care,All,"18 Years to 90 Years   (Adult, Older Adult)",Not Applicable,300.0,"September 1, 2020","June 1, 2021",United States,https://ClinicalTrials.gov/show/NCT04425720
1091,1091,Dipeptidyl Peptidase-4 Inhibitor (DPP4i) for the Control of Hyperglycemia in Patients With COVID-19,Recruiting,Drug: Linagliptin tablet|Drug: Insulin,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 3,28.0,"August 1, 2020","September 30, 2020",Mexico,https://ClinicalTrials.gov/show/NCT04542213
1092,1092,Full Dose Heparin Vs. Prophylactic Or Intermediate Dose Heparin in High Risk COVID-19 Patients,Recruiting,Drug: Enoxaparin|Drug: Prophylactic/Intermediate Dose Enoxaparin,All,"18 Years and older   (Adult, Older Adult)",Phase 3,308.0,"April 26, 2020","April 26, 2021",Israel,https://ClinicalTrials.gov/show/NCT04401293
1093,1093,Evaluating the Efficacy of Artesunate in Adults With Mild Symptoms of COVID-19,Not yet recruiting,Drug: Artemisinin / Artesunate|Other: placebo,All,18 Years to 60 Years   (Adult),Phase 2,22.0,December 2020,April 2021,Saudi Arabia,https://ClinicalTrials.gov/show/NCT04387240
1094,1094,"Evaluation of the Efficacy and Safety of Treatments for Patients Hospitalized for COVID-19 Infection Without Signs of Acute Respiratory Failure, in Tunisia",Withdrawn,Drug: HCQ|Drug: Azithromycin|Drug: Doxycycline|Dietary Supplement: Zinc,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 3,0.0,"May 15, 2020","July 15, 2020",Tunisia,https://ClinicalTrials.gov/show/NCT04528927
1095,1095,Effect of Respiratory Versus Aerobic Training on Respiratory and Immunity Efficiency in Recovered COVID- 19 Patients,Recruiting,Other: Respiratory Training|Other: Aerobic training,All,35 Years to 45 Years   (Adult),Not Applicable,80.0,"July 2, 2020","January 20, 2021",Egypt,https://ClinicalTrials.gov/show/NCT04613050
